Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-avuh,checkpoint-nnz8,checkpoint-a42j,checkpoint-dy11,checkpoint-pxfe,checkpoint-2q1l,checkpoint-d6dn,checkpoint-ousn,randomiser-s8gy,Randomise questionnaire elements?,Question Key,Response
4,1616667072246,25/03/2021 10:11:12,1616667070543,2,25/03/2021 12:11:10,47307,12,questionnaire-xbvt,,11303305,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1519x722,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,response-4,1
5,1616667072246,25/03/2021 10:11:12,1616667070543,2,25/03/2021 12:11:10,47307,12,questionnaire-xbvt,,11303305,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1519x722,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,response-5,1
6,1616667072246,25/03/2021 10:11:12,1616667070544,2,25/03/2021 12:11:10,47307,12,questionnaire-xbvt,,11303305,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1519x722,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,response-6,1
7,1616667072246,25/03/2021 10:11:12,1616667070544,2,25/03/2021 12:11:10,47307,12,questionnaire-xbvt,,11303305,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1519x722,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,END QUESTIONNAIRE,91915
1,1616667050187,25/03/2021 10:10:50,1616667053396,1,25/03/2021 11:10:53,47307,12,questionnaire-xbvt,,11303393,5d31c6bac88f0e00164c3ccb,3447752,,complete,,605c60bdf21a45f085571cd7,computer,Desktop or Laptop,Windows 7,Firefox 86.0,1920x1080,1920x978,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,BEGIN QUESTIONNAIRE,
2,1616667093080,25/03/2021 10:11:33,1616667096344,1,25/03/2021 11:11:36,47307,12,questionnaire-xbvt,,11303393,5d31c6bac88f0e00164c3ccb,3447752,,complete,,605c60bdf21a45f085571cd7,computer,Desktop or Laptop,Windows 7,Firefox 86.0,1920x1080,1904x978,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,response-2,1
3,1616667093232,25/03/2021 10:11:33,1616667096345,1,25/03/2021 11:11:36,47307,12,questionnaire-xbvt,,11303393,5d31c6bac88f0e00164c3ccb,3447752,,complete,,605c60bdf21a45f085571cd7,computer,Desktop or Laptop,Windows 7,Firefox 86.0,1920x1080,1904x978,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,response-3,1
4,1616667093232,25/03/2021 10:11:33,1616667096346,1,25/03/2021 11:11:36,47307,12,questionnaire-xbvt,,11303393,5d31c6bac88f0e00164c3ccb,3447752,,complete,,605c60bdf21a45f085571cd7,computer,Desktop or Laptop,Windows 7,Firefox 86.0,1920x1080,1904x978,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,response-4,1
5,1616667093232,25/03/2021 10:11:33,1616667096346,1,25/03/2021 11:11:36,47307,12,questionnaire-xbvt,,11303393,5d31c6bac88f0e00164c3ccb,3447752,,complete,,605c60bdf21a45f085571cd7,computer,Desktop or Laptop,Windows 7,Firefox 86.0,1920x1080,1904x978,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,response-5,1
6,1616667093232,25/03/2021 10:11:33,1616667096346,1,25/03/2021 11:11:36,47307,12,questionnaire-xbvt,,11303393,5d31c6bac88f0e00164c3ccb,3447752,,complete,,605c60bdf21a45f085571cd7,computer,Desktop or Laptop,Windows 7,Firefox 86.0,1920x1080,1904x978,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,response-6,1
7,1616667093232,25/03/2021 10:11:33,1616667096346,1,25/03/2021 11:11:36,47307,12,questionnaire-xbvt,,11303393,5d31c6bac88f0e00164c3ccb,3447752,,complete,,605c60bdf21a45f085571cd7,computer,Desktop or Laptop,Windows 7,Firefox 86.0,1920x1080,1904x978,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,END QUESTIONNAIRE,42951
1,1616667053016,25/03/2021 10:10:53,1616667052716,0,25/03/2021 10:10:52,47307,12,questionnaire-xbvt,,11303396,5f90524741bf1e0d4a1b516c,3447754,,complete,,605c614372c39877bded71a6,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1284x895,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,BEGIN QUESTIONNAIRE,
2,1616667176282,25/03/2021 10:12:56,1616667176038,0,25/03/2021 10:12:56,47307,12,questionnaire-xbvt,,11303396,5f90524741bf1e0d4a1b516c,3447754,,complete,,605c614372c39877bded71a6,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1903x966,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-2,1
3,1616667176329,25/03/2021 10:12:56,1616667176040,0,25/03/2021 10:12:56,47307,12,questionnaire-xbvt,,11303396,5f90524741bf1e0d4a1b516c,3447754,,complete,,605c614372c39877bded71a6,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1903x966,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-3,1
4,1616667176329,25/03/2021 10:12:56,1616667176040,0,25/03/2021 10:12:56,47307,12,questionnaire-xbvt,,11303396,5f90524741bf1e0d4a1b516c,3447754,,complete,,605c614372c39877bded71a6,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1903x966,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-4,1
5,1616667176329,25/03/2021 10:12:56,1616667176040,0,25/03/2021 10:12:56,47307,12,questionnaire-xbvt,,11303396,5f90524741bf1e0d4a1b516c,3447754,,complete,,605c614372c39877bded71a6,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1903x966,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-5,1
6,1616667176329,25/03/2021 10:12:56,1616667176040,0,25/03/2021 10:12:56,47307,12,questionnaire-xbvt,,11303396,5f90524741bf1e0d4a1b516c,3447754,,complete,,605c614372c39877bded71a6,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1903x966,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-6,1
7,1616667176329,25/03/2021 10:12:56,1616667176040,0,25/03/2021 10:12:56,47307,12,questionnaire-xbvt,,11303396,5f90524741bf1e0d4a1b516c,3447754,,complete,,605c614372c39877bded71a6,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1903x966,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,END QUESTIONNAIRE,123324
1,1616667406870,25/03/2021 10:16:46,1616667406040,2,25/03/2021 12:16:46,47307,12,questionnaire-xbvt,,11303756,6016bbe3a28c6014fd3236b8,3447827,,complete,,605c615f3004e4ecbf73719b,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x693,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,BEGIN QUESTIONNAIRE,
2,1616667465972,25/03/2021 10:17:45,1616667465196,2,25/03/2021 12:17:45,47307,12,questionnaire-xbvt,,11303756,6016bbe3a28c6014fd3236b8,3447827,,complete,,605c615f3004e4ecbf73719b,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x693,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,response-2,1
3,1616667466191,25/03/2021 10:17:46,1616667465203,2,25/03/2021 12:17:45,47307,12,questionnaire-xbvt,,11303756,6016bbe3a28c6014fd3236b8,3447827,,complete,,605c615f3004e4ecbf73719b,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x693,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,response-3,1
4,1616667466191,25/03/2021 10:17:46,1616667465204,2,25/03/2021 12:17:45,47307,12,questionnaire-xbvt,,11303756,6016bbe3a28c6014fd3236b8,3447827,,complete,,605c615f3004e4ecbf73719b,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x693,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,response-4,1
5,1616667466191,25/03/2021 10:17:46,1616667465205,2,25/03/2021 12:17:45,47307,12,questionnaire-xbvt,,11303756,6016bbe3a28c6014fd3236b8,3447827,,complete,,605c615f3004e4ecbf73719b,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x693,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,response-5,1
6,1616667466191,25/03/2021 10:17:46,1616667465205,2,25/03/2021 12:17:45,47307,12,questionnaire-xbvt,,11303756,6016bbe3a28c6014fd3236b8,3447827,,complete,,605c615f3004e4ecbf73719b,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x693,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,response-6,1
7,1616667466191,25/03/2021 10:17:46,1616667465207,2,25/03/2021 12:17:45,47307,12,questionnaire-xbvt,,11303756,6016bbe3a28c6014fd3236b8,3447827,,complete,,605c615f3004e4ecbf73719b,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x693,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,END QUESTIONNAIRE,59166
1,1616667785541,25/03/2021 10:23:05,1616667782415,11,25/03/2021 21:23:02,47307,12,questionnaire-xbvt,,11304086,6030fb6df25202f8c6b7ddc9,3447897,,complete,,605c63b437d9fdc0944bbaef,computer,Desktop or Laptop,Mac OS 10.15,Firefox 87.0,1440x900,1280x678,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,BEGIN QUESTIONNAIRE,
2,1616667814249,25/03/2021 10:23:34,1616667811159,11,25/03/2021 21:23:31,47307,12,questionnaire-xbvt,,11304086,6030fb6df25202f8c6b7ddc9,3447897,,complete,,605c63b437d9fdc0944bbaef,computer,Desktop or Laptop,Mac OS 10.15,Firefox 87.0,1440x900,1280x678,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,response-2,1
3,1616667814600,25/03/2021 10:23:34,1616667811160,11,25/03/2021 21:23:31,47307,12,questionnaire-xbvt,,11304086,6030fb6df25202f8c6b7ddc9,3447897,,complete,,605c63b437d9fdc0944bbaef,computer,Desktop or Laptop,Mac OS 10.15,Firefox 87.0,1440x900,1280x678,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,response-3,1
4,1616667814600,25/03/2021 10:23:34,1616667811160,11,25/03/2021 21:23:31,47307,12,questionnaire-xbvt,,11304086,6030fb6df25202f8c6b7ddc9,3447897,,complete,,605c63b437d9fdc0944bbaef,computer,Desktop or Laptop,Mac OS 10.15,Firefox 87.0,1440x900,1280x678,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,response-4,1
5,1616667814600,25/03/2021 10:23:34,1616667811161,11,25/03/2021 21:23:31,47307,12,questionnaire-xbvt,,11304086,6030fb6df25202f8c6b7ddc9,3447897,,complete,,605c63b437d9fdc0944bbaef,computer,Desktop or Laptop,Mac OS 10.15,Firefox 87.0,1440x900,1280x678,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,response-5,1
6,1616667814600,25/03/2021 10:23:34,1616667811161,11,25/03/2021 21:23:31,47307,12,questionnaire-xbvt,,11304086,6030fb6df25202f8c6b7ddc9,3447897,,complete,,605c63b437d9fdc0944bbaef,computer,Desktop or Laptop,Mac OS 10.15,Firefox 87.0,1440x900,1280x678,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,response-6,1
7,1616667814600,25/03/2021 10:23:34,1616667811161,11,25/03/2021 21:23:31,47307,12,questionnaire-xbvt,,11304086,6030fb6df25202f8c6b7ddc9,3447897,,complete,,605c63b437d9fdc0944bbaef,computer,Desktop or Laptop,Mac OS 10.15,Firefox 87.0,1440x900,1280x678,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,END QUESTIONNAIRE,28746
1,1616668001566,25/03/2021 10:26:41,1616668001410,0,25/03/2021 10:26:41,47307,12,questionnaire-xbvt,,11304247,5d947f03024f0d00191c9f80,3447937,,complete,,605c5ec7ac5d263773f8f2da,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x626,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,BEGIN QUESTIONNAIRE,
2,1616668409798,25/03/2021 10:33:29,1616668409547,0,25/03/2021 10:33:29,47307,12,questionnaire-xbvt,,11304247,5d947f03024f0d00191c9f80,3447937,,complete,,605c5ec7ac5d263773f8f2da,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x626,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-2,1
3,1616668409930,25/03/2021 10:33:29,1616668409553,0,25/03/2021 10:33:29,47307,12,questionnaire-xbvt,,11304247,5d947f03024f0d00191c9f80,3447937,,complete,,605c5ec7ac5d263773f8f2da,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x626,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-3,1
4,1616668409930,25/03/2021 10:33:29,1616668409554,0,25/03/2021 10:33:29,47307,12,questionnaire-xbvt,,11304247,5d947f03024f0d00191c9f80,3447937,,complete,,605c5ec7ac5d263773f8f2da,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x626,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-4,1
5,1616668409930,25/03/2021 10:33:29,1616668409555,0,25/03/2021 10:33:29,47307,12,questionnaire-xbvt,,11304247,5d947f03024f0d00191c9f80,3447937,,complete,,605c5ec7ac5d263773f8f2da,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x626,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-5,1
6,1616668409930,25/03/2021 10:33:29,1616668409556,0,25/03/2021 10:33:29,47307,12,questionnaire-xbvt,,11304247,5d947f03024f0d00191c9f80,3447937,,complete,,605c5ec7ac5d263773f8f2da,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x626,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-6,1
7,1616668409930,25/03/2021 10:33:29,1616668409557,0,25/03/2021 10:33:29,47307,12,questionnaire-xbvt,,11304247,5d947f03024f0d00191c9f80,3447937,,complete,,605c5ec7ac5d263773f8f2da,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x626,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,END QUESTIONNAIRE,408147
1,1616668216209,25/03/2021 10:30:16,1616668215540,2,25/03/2021 12:30:15,47307,12,questionnaire-xbvt,,11304455,5f9197ba39d009000b3d9268,3447979,,complete,,605c5ea0e25acccc2ded4ed2,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x626,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,No,BEGIN QUESTIONNAIRE,
2,1616668375103,25/03/2021 10:32:55,1616668373971,2,25/03/2021 12:32:53,47307,12,questionnaire-xbvt,,11304455,5f9197ba39d009000b3d9268,3447979,,complete,,605c5ea0e25acccc2ded4ed2,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x626,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,No,response-2,1
3,1616668375394,25/03/2021 10:32:55,1616668373979,2,25/03/2021 12:32:53,47307,12,questionnaire-xbvt,,11304455,5f9197ba39d009000b3d9268,3447979,,complete,,605c5ea0e25acccc2ded4ed2,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x626,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,No,response-3,1
